direction_key,winner,winner_mean,margin,bicleaner_ai_rank,m_prometheus_7b_rank,metricx24_rank,qwen3_14b_rank,qwen3_4b_instruct_2507_rank,qwen3_8b_rank,shaomutan_remedy_9b_22_rank,wmt23_cometkiwi_da_xl_rank,xcomet_xl_rank,bicleaner_ai_mean,m_prometheus_7b_mean,metricx24_mean,qwen3_14b_mean,qwen3_4b_instruct_2507_mean,qwen3_8b_mean,shaomutan_remedy_9b_22_mean,wmt23_cometkiwi_da_xl_mean,xcomet_xl_mean
ace_Arab->pag_Latn,m-prometheus-7b,0.506874067,0.033076,9,1,3,2,4,5,8,6,7,0.057,0.506874,0.461382,0.473798,0.455092,0.436585,0.205289,0.205809,0.205722
ace_Arab->pan_Guru,qwen3-8b,0.796874067,0.009746,9,4,5,3,2,1,7,6,8,0.006451,0.667481,0.622346,0.757461,0.787128,0.796874,0.213335,0.276257,0.209522
ace_Arab->pap_Latn,m-prometheus-7b,0.611841712,0.05338,9,1,5,4,2,3,6,8,7,0.037507,0.611842,0.537966,0.54011,0.558462,0.55778,0.212324,0.167594,0.208423
ace_Arab->pbt_Arab,shaomutan_remedy-9b-22,0.62486716,0.104038,9,5,2,6,3,4,1,7,8,0.017915,0.424734,0.520829,0.365431,0.479542,0.477387,0.624867,0.315271,0.213376
ace_Arab->pes_Arab,m-prometheus-7b,0.74975112,0.016531,9,1,5,6,4,2,3,8,7,0.031524,0.749751,0.705319,0.641852,0.72329,0.733221,0.730935,0.207417,0.215415
ace_Arab->plt_Latn,metricx24,0.616624407,0.145828,9,2,1,5,3,4,6,8,7,0.02142,0.470796,0.616624,0.279228,0.43989,0.317237,0.223489,0.155062,0.214701
ace_Arab->pol_Latn,qwen3-4b-instruct-2507,0.811662519,0.011488,9,4,6,5,1,2,3,8,7,0.028357,0.786287,0.598624,0.765241,0.811663,0.800174,0.786438,0.185332,0.212824
ace_Arab->por_Latn,qwen3-4b-instruct-2507,0.839089099,0.013519,9,3,6,4,1,2,5,8,7,0.032644,0.814564,0.64526,0.810508,0.839089,0.82557,0.751873,0.163735,0.212016
ace_Arab->prs_Arab,shaomutan_remedy-9b-22,0.715383861,0.038487,9,5,2,6,3,4,1,8,7,0.050245,0.589806,0.676897,0.573405,0.652185,0.635988,0.715384,0.197432,0.215159
ace_Arab->quy_Latn,m-prometheus-7b,0.402648084,0.02475,9,1,2,6,3,7,5,8,4,0.035127,0.402648,0.377898,0.173395,0.234893,0.166227,0.192977,0.156504,0.211497
ace_Arab->ron_Latn,qwen3-4b-instruct-2507,0.864843206,0.041329,9,5,6,3,1,2,4,8,7,0.023561,0.763957,0.630256,0.805296,0.864843,0.823514,0.78312,0.16857,0.21219
ace_Arab->run_Latn,shaomutan_remedy-9b-22,0.530453442,0.019111,9,8,2,7,3,5,1,4,6,0.122,0.183693,0.511343,0.200279,0.337427,0.223435,0.530453,0.232798,0.216226
ace_Arab->rus_Cyrl,m-prometheus-7b,0.890861125,0.078228,9,1,6,5,2,3,4,8,7,0.023856,0.890861,0.618047,0.775177,0.812633,0.811847,0.781716,0.172024,0.214304
ace_Arab->sag_Latn,shaomutan_remedy-9b-22,0.501125116,0.120351,9,7,2,8,3,6,1,4,5,0.042889,0.15221,0.380774,0.133599,0.312479,0.175893,0.501125,0.231682,0.210289
ace_Arab->san_Deva,metricx24,0.510715134,0.008771,9,8,1,4,3,5,2,6,7,0.008385,0.078323,0.510715,0.400921,0.468651,0.375684,0.501944,0.220632,0.210544
ace_Arab->sat_Olck,metricx24,0.574398541,0.207355,7,8,1,6,2,5,3,9,4,0.051187,0.033449,0.574399,0.107297,0.367043,0.160961,0.247086,-0.003877,0.203512
ace_Arab->scn_Latn,m-prometheus-7b,0.852553509,0.215117,9,1,4,5,3,2,6,8,7,0.031921,0.852554,0.623626,0.585236,0.627959,0.637437,0.219579,0.123078,0.208763
ace_Arab->shn_Mymr,metricx24,0.606233365,0.121365,9,8,1,4,2,3,7,5,6,0.031098,0.124291,0.606233,0.34658,0.484868,0.39111,0.19277,0.274637,0.193145
ace_Arab->sin_Sinh,shaomutan_remedy-9b-22,0.743894597,0.093969,9,5,3,6,4,2,1,7,8,0.005842,0.619612,0.635617,0.602563,0.623225,0.649925,0.743895,0.256151,0.205098
ace_Arab->slk_Latn,m-prometheus-7b,0.835813838,0.038278,9,1,6,5,2,3,4,8,7,0.028605,0.835814,0.559719,0.745062,0.797536,0.794689,0.769206,0.175532,0.211007
ace_Arab->slv_Latn,qwen3-8b,0.784858138,0.008079,9,5,6,4,2,1,3,8,7,0.026929,0.685331,0.672375,0.724505,0.776779,0.784858,0.755935,0.166693,0.214296
ace_Arab->smo_Latn,metricx24,0.58425183,0.021954,9,8,1,5,3,4,2,6,7,0.089184,0.185849,0.584252,0.295714,0.360403,0.327183,0.562298,0.258409,0.210231
ace_Arab->sna_Latn,shaomutan_remedy-9b-22,0.622767135,0.085958,9,6,2,8,3,4,1,7,5,0.048339,0.208059,0.53681,0.193464,0.310179,0.214764,0.622767,0.205387,0.214468
ace_Arab->snd_Arab,shaomutan_remedy-9b-22,0.694113208,0.035935,9,2,5,6,4,3,1,7,8,0.021168,0.658178,0.568579,0.554002,0.576909,0.636351,0.694113,0.26655,0.210121
ace_Arab->som_Latn,m-prometheus-7b,0.569034345,0.011497,9,1,2,6,4,5,3,8,7,0.00889,0.569034,0.557538,0.270179,0.371419,0.368029,0.510053,0.161526,0.208484
ace_Arab->sot_Latn,shaomutan_remedy-9b-22,0.647378264,0.071852,9,5,2,6,3,4,1,7,8,0.060765,0.280075,0.575527,0.275445,0.358153,0.291364,0.647378,0.274528,0.216648
ace_Arab->spa_Latn,qwen3-4b-instruct-2507,0.842663016,0.012295,9,3,6,4,1,2,5,8,7,0.040159,0.805311,0.630421,0.774116,0.842663,0.830368,0.771402,0.173978,0.212615
ace_Arab->srd_Latn,m-prometheus-7b,0.727341961,0.11356,9,1,2,5,3,4,6,8,7,0.036952,0.727342,0.613782,0.585585,0.610767,0.589652,0.553487,0.110098,0.206294
ace_Arab->srp_Cyrl,shaomutan_remedy-9b-22,0.841373708,0.014365,9,2,6,5,3,4,1,7,8,0.02331,0.827008,0.690236,0.763619,0.821145,0.797616,0.841374,0.232152,0.212195
ace_Arab->ssw_Latn,metricx24,0.518601106,0.038436,9,4,1,8,3,6,2,7,5,0.025621,0.222728,0.518601,0.13564,0.327272,0.211648,0.480165,0.190884,0.215007
ace_Arab->sun_Latn,m-prometheus-7b,0.831199602,0.04835,9,1,3,5,4,6,2,8,7,0.036574,0.8312,0.723789,0.679492,0.692449,0.65119,0.78285,0.205156,0.214298
ace_Arab->swe_Latn,qwen3-8b,0.806824291,0.005714,9,3,6,5,2,1,4,8,7,0.01891,0.799014,0.636748,0.738178,0.80111,0.806824,0.769472,0.197628,0.213217
ace_Arab->swh_Latn,shaomutan_remedy-9b-22,0.710917999,0.101164,9,5,2,4,6,3,1,8,7,0.009329,0.495426,0.609754,0.533151,0.474689,0.538507,0.710918,0.167714,0.211235
ace_Arab->szl_Latn,m-prometheus-7b,0.646829268,0.066705,9,1,5,2,4,3,7,8,6,0.021898,0.646829,0.379859,0.580124,0.546784,0.57775,0.202271,0.070775,0.205607
ace_Arab->tam_Taml,shaomutan_remedy-9b-22,0.758762203,0.015323,9,6,5,4,3,2,1,7,8,0.003537,0.577103,0.628877,0.66891,0.742872,0.74344,0.758762,0.240498,0.202224
ace_Arab->taq_Latn,qwen3-4b-instruct-2507,0.326376307,0.027404,9,3,2,8,1,5,6,7,4,0.083954,0.296531,0.298973,0.13217,0.326376,0.179517,0.176668,0.176031,0.209527
ace_Arab->taq_Tfng,metricx24,0.364276267,0.127512,6,7,1,8,2,5,4,9,3,0.10119,0.097506,0.364276,0.014226,0.236765,0.125142,0.176616,0.013209,0.202868
ace_Arab->tat_Cyrl,shaomutan_remedy-9b-22,0.760561444,0.060965,9,2,6,5,4,3,1,8,7,0.011041,0.699597,0.529407,0.610478,0.649547,0.674629,0.760561,0.096735,0.20705
ace_Arab->tel_Telu,qwen3-4b-instruct-2507,0.748690891,0.015978,9,6,5,4,1,2,3,7,8,0.004904,0.48892,0.607888,0.650572,0.748691,0.732713,0.732327,0.300249,0.206349
ace_Arab->tgk_Cyrl,shaomutan_remedy-9b-22,0.710497283,0.069084,9,3,4,5,6,2,1,8,7,0.017631,0.629726,0.623072,0.61783,0.574146,0.641414,0.710497,0.11713,0.209437
ace_Arab->tgl_Latn,qwen3-4b-instruct-2507,0.760258835,0.007909,9,6,4,5,1,3,2,7,8,0.019207,0.685779,0.704305,0.689786,0.760259,0.740737,0.75235,0.226963,0.211791
ace_Arab->tha_Thai,qwen3-4b-instruct-2507,0.815465406,0.018935,9,2,6,3,1,5,4,7,8,0.007933,0.796531,0.66508,0.770304,0.815465,0.759447,0.766655,0.25242,0.216109
ace_Arab->tir_Ethi,shaomutan_remedy-9b-22,0.689649326,0.161809,9,7,2,5,3,4,1,8,6,0.016536,0.207865,0.52784,0.248497,0.40894,0.325306,0.689649,0.190924,0.215655
ace_Arab->tpi_Latn,m-prometheus-7b,0.688765555,0.164963,9,1,4,2,5,3,6,8,7,0.05515,0.688766,0.501222,0.523803,0.433848,0.518492,0.287761,0.194816,0.204303
ace_Arab->tsn_Latn,shaomutan_remedy-9b-22,0.676457161,0.119864,9,5,2,8,3,6,1,4,7,0.048895,0.230184,0.556593,0.204609,0.32443,0.219303,0.676457,0.275047,0.212343
ace_Arab->tso_Latn,shaomutan_remedy-9b-22,0.639481852,0.115261,9,6,2,8,3,7,1,4,5,0.064434,0.207337,0.524221,0.168795,0.285864,0.200169,0.639482,0.240329,0.213845
ace_Arab->tuk_Latn,shaomutan_remedy-9b-22,0.720852316,0.209394,9,2,6,5,4,3,1,8,7,0.017006,0.511458,0.387135,0.4512,0.465958,0.489786,0.720852,0.095838,0.205712
ace_Arab->tum_Latn,metricx24,0.544205277,0.246171,9,4,1,8,2,3,6,7,5,0.032395,0.214306,0.544205,0.156899,0.298034,0.223275,0.191,0.173866,0.212267
ace_Arab->tur_Latn,qwen3-8b,0.77827775,0.009416,9,4,6,5,3,1,2,8,7,0.023409,0.716152,0.535447,0.671195,0.73999,0.778278,0.768862,0.198947,0.211186
ace_Arab->twi_Latn,shaomutan_remedy-9b-22,0.629902883,0.190214,9,4,2,8,3,6,1,5,7,0.086317,0.293435,0.439689,0.209383,0.35104,0.241901,0.629903,0.258435,0.215004
ace_Arab->tzm_Tfng,metricx24,0.435025525,0.104144,8,3,1,7,2,5,6,9,4,0.070827,0.253255,0.435026,0.07989,0.330881,0.194818,0.157239,0.000289,0.205183
ace_Arab->uig_Arab,shaomutan_remedy-9b-22,0.760672632,0.214331,9,2,6,5,4,3,1,7,8,0.024883,0.546341,0.465913,0.471439,0.475913,0.527292,0.760673,0.273151,0.211435
ace_Arab->ukr_Cyrl,m-prometheus-7b,0.883185665,0.061692,9,1,6,5,2,3,4,8,7,0.04075,0.883186,0.610401,0.758079,0.821493,0.80121,0.79886,0.174022,0.212959
ace_Arab->umb_Latn,metricx24,0.336138562,0.021066,9,7,1,8,2,5,6,3,4,0.074941,0.170976,0.336139,0.158581,0.315072,0.201573,0.195511,0.219349,0.212699
ace_Arab->urd_Arab,shaomutan_remedy-9b-22,0.751808943,0.048524,9,6,4,5,3,2,1,7,8,0.013835,0.556551,0.663273,0.61007,0.666799,0.703285,0.751809,0.250048,0.217152
ace_Arab->uzn_Latn,qwen3-8b,0.74257342,0.098402,9,5,4,2,3,1,6,8,7,0.01779,0.495172,0.581914,0.644171,0.613395,0.742573,0.391563,0.187267,0.206638
ace_Arab->vec_Latn,m-prometheus-7b,0.772792434,0.064505,9,1,5,4,2,3,6,8,7,0.031098,0.772792,0.456682,0.645341,0.708288,0.695371,0.217977,0.118428,0.207526
ace_Arab->vie_Latn,qwen3-4b-instruct-2507,0.820965655,0.022454,9,2,6,3,1,4,5,8,7,0.028569,0.798512,0.70196,0.791543,0.820966,0.762877,0.748312,0.21251,0.216293
ace_Arab->war_Latn,m-prometheus-7b,0.734654057,0.000289,9,1,4,5,2,3,7,8,6,0.028606,0.734654,0.634091,0.633678,0.734365,0.682125,0.208839,0.187648,0.209405
ace_Arab->wol_Latn,shaomutan_remedy-9b-22,0.622048851,0.253253,9,2,4,8,3,7,1,6,5,0.086295,0.368795,0.248851,0.14455,0.327646,0.176038,0.622049,0.177425,0.214494
ace_Arab->xho_Latn,shaomutan_remedy-9b-22,0.569014004,0.014871,9,5,2,6,3,4,1,8,7,0.014663,0.252051,0.554143,0.216959,0.374684,0.273594,0.569014,0.198556,0.215276
ace_Arab->ydd_Hebr,metricx24,0.616495004,0.026176,9,2,1,3,5,4,7,8,6,0.014333,0.590319,0.616495,0.567008,0.461837,0.494196,0.203507,0.180121,0.206804
ace_Arab->yor_Latn,shaomutan_remedy-9b-22,0.467888351,0.041556,9,4,2,7,3,5,1,8,6,0.037977,0.362658,0.426333,0.191807,0.374201,0.282205,0.467888,0.17802,0.212767
ace_Arab->yue_Hant,qwen3-4b-instruct-2507,0.912185167,0.044166,9,4,5,2,1,3,6,8,7,0.001471,0.83999,0.671163,0.868019,0.912185,0.849647,0.621722,0.172355,0.209645
ace_Arab->zho_Hans,qwen3-4b-instruct-2507,0.908103534,0.044778,9,3,5,2,1,4,6,8,7,0.001291,0.840189,0.69339,0.863325,0.908104,0.835301,0.661736,0.179153,0.211265
ace_Arab->zho_Hant,qwen3-4b-instruct-2507,0.901582877,0.036491,9,4,6,2,1,3,5,8,7,0.001236,0.845356,0.677507,0.865092,0.901583,0.849766,0.769675,0.176442,0.209485
ace_Arab->zsm_Latn,qwen3-4b-instruct-2507,0.806669985,0.032215,9,3,5,4,1,2,6,8,7,0.016542,0.762359,0.751243,0.761384,0.80667,0.774455,0.673085,0.18888,0.215941
ace_Arab->zul_Latn,shaomutan_remedy-9b-22,0.609385117,0.038797,9,5,2,6,3,4,1,8,7,0.010236,0.2789,0.570589,0.222718,0.372822,0.313917,0.609385,0.200445,0.215402
ace_Latn->ace_Arab,qwen3-4b-instruct-2507,0.726092583,0.086994,4,8,2,3,1,5,9,6,7,0.484855,0.22992,0.639099,0.558522,0.726093,0.424764,0.190127,0.307882,0.247445
ace_Latn->acm_Arab,qwen3-4b-instruct-2507,0.77804878,0.017357,6,2,3,4,1,5,7,8,9,0.434419,0.760692,0.7148,0.708437,0.778049,0.687551,0.381057,0.342436,0.287989
ace_Latn->acq_Arab,qwen3-4b-instruct-2507,0.791304131,0.063051,6,2,3,4,1,5,7,8,9,0.43783,0.728253,0.725191,0.704828,0.791304,0.696207,0.411804,0.354162,0.29316
ace_Latn->aeb_Arab,m-prometheus-7b,0.736381284,0.0455,6,1,3,4,2,5,8,7,9,0.397627,0.736381,0.634492,0.592459,0.690881,0.5634,0.275615,0.277723,0.253174
ace_Latn->afr_Latn,shaomutan_remedy-9b-22,0.823351499,0.018683,9,2,3,6,4,5,1,7,8,0.132152,0.804669,0.777421,0.670214,0.744261,0.741757,0.823351,0.354937,0.315211
ace_Latn->ajp_Arab,qwen3-4b-instruct-2507,0.76939771,0.006715,8,2,3,4,1,5,7,6,9,0.310032,0.762683,0.691375,0.651334,0.769398,0.650348,0.323488,0.335455,0.286133
ace_Latn->aka_Latn,shaomutan_remedy-9b-22,0.621906352,0.172178,9,4,2,8,3,5,1,6,7,0.098877,0.390587,0.449729,0.20547,0.398263,0.257586,0.621906,0.230013,0.223494
ace_Latn->als_Latn,qwen3-8b,0.743469388,0.000916,9,4,3,5,2,1,6,7,8,0.274084,0.705734,0.741349,0.673176,0.742554,0.743469,0.498251,0.349972,0.289994
ace_Latn->amh_Ethi,shaomutan_remedy-9b-22,0.792260378,0.06502,9,3,2,7,4,5,1,6,8,0.17848,0.613151,0.72724,0.381493,0.505386,0.428029,0.79226,0.402762,0.284576
ace_Latn->apc_Arab,m-prometheus-7b,0.79087108,0.018143,6,1,3,4,2,5,8,7,9,0.42016,0.790871,0.690713,0.667506,0.772728,0.661359,0.316741,0.321582,0.273593
ace_Latn->arb_Arab,m-prometheus-7b,0.833325037,0.02004,7,1,4,3,2,5,6,8,9,0.434507,0.833325,0.770094,0.780473,0.813285,0.73107,0.527385,0.372658,0.310311
ace_Latn->arb_Latn,m-prometheus-7b,0.669044301,0.165982,9,1,5,4,3,6,2,8,7,0.065275,0.669044,0.398401,0.417023,0.468188,0.32896,0.503063,0.173554,0.213499
ace_Latn->ars_Arab,qwen3-4b-instruct-2507,0.798815331,0.017218,7,2,3,4,1,5,6,8,9,0.419016,0.781598,0.753108,0.743644,0.798815,0.716018,0.492585,0.366008,0.302224
ace_Latn->ary_Arab,m-prometheus-7b,0.755823793,0.079482,6,1,3,4,2,5,7,8,9,0.325325,0.755824,0.601569,0.574231,0.676341,0.535351,0.235486,0.23135,0.225231
ace_Latn->arz_Arab,qwen3-4b-instruct-2507,0.792727725,0.031633,6,2,3,5,1,4,8,7,9,0.424572,0.761095,0.69973,0.650846,0.792728,0.680612,0.321601,0.333739,0.273883
ace_Latn->asm_Beng,shaomutan_remedy-9b-22,0.831992086,0.078334,8,2,5,6,3,4,1,7,9,0.264363,0.753659,0.704053,0.635336,0.742693,0.708517,0.831992,0.37714,0.229832
ace_Latn->ast_Latn,m-prometheus-7b,0.782722748,0.016137,7,1,5,4,2,3,6,8,9,0.299791,0.782723,0.605574,0.65216,0.766585,0.72887,0.387271,0.272683,0.259701
ace_Latn->awa_Deva,metricx24,0.664500144,0.00444,6,4,1,5,2,3,9,8,7,0.514916,0.571419,0.6645,0.568855,0.66006,0.583265,0.166432,0.20096,0.233013
ace_Latn->ayr_Latn,qwen3-4b-instruct-2507,0.333927327,0.082967,5,2,4,9,1,7,8,6,3,0.198203,0.250961,0.217067,0.127631,0.333927,0.163469,0.147128,0.174899,0.236267
ace_Latn->azb_Arab,metricx24,0.530230132,0.134172,8,9,1,3,2,4,6,7,5,0.1441,0.114311,0.53023,0.281284,0.396058,0.245938,0.170704,0.165737,0.218248
ace_Latn->azj_Latn,qwen3-8b,0.727750124,0.018113,9,5,3,4,2,1,6,7,8,0.178582,0.634186,0.665056,0.653071,0.709637,0.72775,0.522879,0.360607,0.261268
ace_Latn->bak_Cyrl,m-prometheus-7b,0.818636137,0.008405,9,1,5,3,4,6,2,8,7,0.187343,0.818636,0.647814,0.660134,0.659273,0.626381,0.810231,0.201752,0.21874
ace_Latn->bam_Latn,shaomutan_remedy-9b-22,0.524168407,0.064646,9,2,4,8,3,7,1,5,6,0.101156,0.459522,0.33917,0.162832,0.403449,0.205913,0.524168,0.245046,0.232395
ace_Latn->ban_Latn,m-prometheus-7b,0.795350921,0.085628,9,1,2,6,4,5,3,8,7,0.222549,0.795351,0.709723,0.488248,0.524131,0.504191,0.566518,0.257473,0.304752
ace_Latn->bel_Cyrl,shaomutan_remedy-9b-22,0.867615066,0.014833,7,2,5,6,3,4,1,8,9,0.378709,0.852782,0.732661,0.728716,0.809796,0.782633,0.867615,0.329719,0.25151
ace_Latn->bem_Latn,metricx24,0.47402325,0.073486,9,3,1,8,2,5,6,7,4,0.074827,0.302359,0.474023,0.147974,0.400538,0.216197,0.20006,0.165032,0.230051
ace_Latn->ben_Beng,shaomutan_remedy-9b-22,0.818025318,0.031729,8,2,3,6,4,5,1,7,9,0.303731,0.786297,0.785267,0.689328,0.765376,0.738681,0.818025,0.386411,0.300812
ace_Latn->bho_Deva,metricx24,0.647964952,0.01576,6,5,1,4,2,3,8,9,7,0.224597,0.49769,0.647965,0.564918,0.632205,0.615679,0.17429,0.149652,0.214415
ace_Latn->bjn_Arab,qwen3-4b-instruct-2507,0.522150324,0.006809,4,2,3,5,1,6,9,8,7,0.417302,0.515341,0.513549,0.374783,0.52215,0.371264,0.16071,0.192033,0.226073
ace_Latn->bjn_Latn,m-prometheus-7b,0.800791439,0.17177,9,1,4,6,3,5,2,8,7,0.264133,0.800791,0.571894,0.556048,0.600169,0.55657,0.629022,0.287274,0.316177
ace_Latn->bod_Tibt,metricx24,0.495254422,0.19074,9,4,1,8,2,6,7,5,3,0.020038,0.236038,0.495254,0.129701,0.304515,0.200926,0.141773,0.231046,0.238231
ace_Latn->bos_Latn,shaomutan_remedy-9b-22,0.856154141,0.011048,9,3,2,6,4,5,1,7,8,0.236834,0.793096,0.845106,0.723091,0.789826,0.766436,0.856154,0.350021,0.292781
ace_Latn->bug_Latn,m-prometheus-7b,0.574753609,0.105539,2,1,3,6,4,7,8,9,5,0.469215,0.574754,0.409604,0.260816,0.408059,0.252862,0.231767,0.217682,0.278804
ace_Latn->bul_Cyrl,shaomutan_remedy-9b-22,0.882506804,0.046628,7,3,4,6,2,5,1,8,9,0.430101,0.78214,0.776103,0.750065,0.835879,0.766252,0.882507,0.345081,0.315519
ace_Latn->cat_Latn,qwen3-4b-instruct-2507,0.847804878,0.007724,7,3,5,6,1,4,2,8,9,0.441343,0.810786,0.753446,0.716939,0.847805,0.807432,0.840081,0.355568,0.309514
ace_Latn->ceb_Latn,m-prometheus-7b,0.785420607,0.036316,9,1,2,5,3,4,6,8,7,0.133311,0.785421,0.749104,0.623385,0.748746,0.688875,0.476693,0.223207,0.228775
ace_Latn->ces_Latn,shaomutan_remedy-9b-22,0.86471159,0.037419,9,2,6,5,3,4,1,7,8,0.279541,0.827292,0.672707,0.735859,0.805555,0.778955,0.864712,0.303979,0.29197
ace_Latn->cjk_Latn,qwen3-4b-instruct-2507,0.337560976,0.089115,9,6,2,8,1,7,5,4,3,0.057846,0.145266,0.248446,0.097103,0.337561,0.142051,0.152677,0.182854,0.233813
ace_Latn->ckb_Arab,metricx24,0.723771656,0.099541,6,2,1,5,3,4,7,9,8,0.418212,0.624231,0.723772,0.438756,0.527148,0.448606,0.259054,0.195215,0.216418
ace_Latn->crh_Latn,m-prometheus-7b,0.726301643,0.007824,9,1,6,5,3,4,2,8,7,0.082204,0.726302,0.428196,0.531085,0.563146,0.542847,0.718477,0.198123,0.224981
ace_Latn->cym_Latn,shaomutan_remedy-9b-22,0.761540018,0.005716,8,2,3,5,4,6,1,7,9,0.301312,0.755824,0.673782,0.547795,0.605411,0.541065,0.76154,0.340329,0.274457
ace_Latn->dan_Latn,shaomutan_remedy-9b-22,0.854975938,0.034792,9,4,5,6,2,3,1,7,8,0.293061,0.797954,0.790408,0.703539,0.820184,0.803798,0.854976,0.334537,0.325534
ace_Latn->deu_Latn,metricx24,0.874404595,0.022115,9,3,1,6,4,5,2,8,7,0.171245,0.837357,0.874405,0.749537,0.801797,0.799726,0.85229,0.345649,0.405978
ace_Latn->dik_Latn,qwen3-4b-instruct-2507,0.403359881,0.12228,9,2,4,8,1,5,7,6,3,0.096175,0.28108,0.219604,0.132439,0.40336,0.198656,0.137731,0.193235,0.242447
ace_Latn->dyu_Latn,qwen3-4b-instruct-2507,0.341458437,0.104143,9,4,3,8,1,7,6,5,2,0.05855,0.213365,0.22193,0.097153,0.341458,0.126252,0.157291,0.17314,0.237316
ace_Latn->dzo_Tibt,metricx24,0.429545812,0.005682,9,6,1,8,3,7,2,5,4,0.00659,0.161643,0.429546,0.108104,0.231707,0.150891,0.423864,0.197115,0.214057
ace_Latn->ell_Grek,shaomutan_remedy-9b-22,0.864399607,0.076087,7,6,3,5,2,4,1,8,9,0.409313,0.743848,0.771243,0.744978,0.788313,0.754306,0.8644,0.391508,0.318444
ace_Latn->eng_Latn,qwen3-4b-instruct-2507,0.90680438,0.039462,9,4,6,2,1,3,5,7,8,0.205301,0.827631,0.778317,0.867342,0.906804,0.844146,0.816004,0.485828,0.450682
ace_Latn->epo_Latn,qwen3-4b-instruct-2507,0.780681931,0.003769,9,6,3,5,1,4,2,7,8,0.27985,0.537203,0.754531,0.567108,0.780682,0.656112,0.776913,0.375125,0.30029
ace_Latn->est_Latn,shaomutan_remedy-9b-22,0.827433348,0.054974,9,2,6,4,5,3,1,7,8,0.185582,0.772459,0.607531,0.661722,0.650478,0.7289,0.827433,0.345063,0.281608
ace_Latn->eus_Latn,shaomutan_remedy-9b-22,0.818414757,0.067817,9,2,3,5,6,4,1,7,8,0.219077,0.750597,0.714582,0.617128,0.586546,0.629174,0.818415,0.365053,0.31081
ace_Latn->ewe_Latn,shaomutan_remedy-9b-22,0.462860217,0.090169,9,4,2,8,3,7,1,6,5,0.066777,0.228626,0.372692,0.120607,0.339214,0.153186,0.46286,0.207873,0.223484
ace_Latn->fao_Latn,m-prometheus-7b,0.736241911,0.015101,9,1,3,5,4,6,2,8,7,0.098913,0.736242,0.623934,0.552115,0.570015,0.525122,0.721141,0.210476,0.230316
ace_Latn->fij_Latn,shaomutan_remedy-9b-22,0.672077883,0.11889,9,8,2,7,3,4,1,6,5,0.060224,0.16767,0.553188,0.180707,0.360393,0.23671,0.672078,0.209903,0.224362
ace_Latn->fin_Latn,shaomutan_remedy-9b-22,0.884548633,0.124464,9,3,5,6,4,2,1,7,8,0.229475,0.735027,0.687907,0.676252,0.704778,0.760085,0.884549,0.384018,0.295647
ace_Latn->fon_Latn,qwen3-4b-instruct-2507,0.378168243,0.059935,9,2,3,8,1,6,7,4,5,0.086131,0.318233,0.212002,0.135371,0.378168,0.188651,0.166061,0.208264,0.207257
ace_Latn->fra_Latn,shaomutan_remedy-9b-22,0.874588561,0.023518,9,4,5,6,2,3,1,7,8,0.283944,0.817944,0.791608,0.777974,0.85107,0.831468,0.874589,0.318676,0.301121
ace_Latn->fur_Latn,m-prometheus-7b,0.808536585,0.175027,9,1,4,5,2,3,7,8,6,0.097971,0.808537,0.588839,0.578168,0.633509,0.593335,0.218883,0.150365,0.218938
ace_Latn->fuv_Latn,qwen3-4b-instruct-2507,0.36346441,0.104161,9,7,2,8,1,5,6,4,3,0.107563,0.126829,0.259304,0.117661,0.363464,0.171095,0.154107,0.186537,0.238545
ace_Latn->gaz_Latn,metricx24,0.477846327,0.080116,9,3,1,6,2,4,8,5,7,0.083802,0.39559,0.477846,0.255928,0.39773,0.292006,0.208945,0.291347,0.239508
ace_Latn->gla_Latn,shaomutan_remedy-9b-22,0.67988085,0.007535,9,3,2,7,4,5,1,6,8,0.220825,0.564754,0.672346,0.305824,0.469443,0.318258,0.679881,0.317143,0.260532
ace_Latn->gle_Latn,m-prometheus-7b,0.736893977,0.026613,9,1,3,5,4,6,2,7,8,0.260912,0.736894,0.669753,0.4988,0.54335,0.421254,0.710281,0.354745,0.281541
ace_Latn->glg_Latn,qwen3-4b-instruct-2507,0.861124938,0.022195,9,2,5,6,1,4,3,7,8,0.304131,0.83893,0.752752,0.723693,0.861125,0.806486,0.818227,0.372236,0.323749
ace_Latn->grn_Latn,shaomutan_remedy-9b-22,0.747088834,0.189891,5,2,4,7,3,6,1,9,8,0.330254,0.557198,0.334694,0.294848,0.413564,0.318507,0.747089,0.196633,0.250563
ace_Latn->guj_Gujr,shaomutan_remedy-9b-22,0.837619341,0.052552,9,3,5,6,2,4,1,8,7,0.245998,0.773151,0.714279,0.675396,0.785067,0.747626,0.837619,0.287202,0.305891
ace_Latn->hat_Latn,shaomutan_remedy-9b-22,0.718341616,0.046116,9,3,2,6,4,5,1,8,7,0.072063,0.599258,0.672226,0.37991,0.52331,0.431424,0.718342,0.18506,0.245707
ace_Latn->hau_Latn,shaomutan_remedy-9b-22,0.813020942,0.080288,9,4,2,8,3,6,1,5,7,0.148907,0.383221,0.732733,0.194102,0.419278,0.269258,0.813021,0.292507,0.253895
ace_Latn->heb_Hebr,shaomutan_remedy-9b-22,0.885884591,0.049862,8,2,3,6,4,5,1,7,9,0.359264,0.836023,0.796919,0.73557,0.793878,0.748865,0.885885,0.375281,0.334589
