language_pair,classification
luo_Latn-nya_Latn,1-1
luo_Latn-sna_Latn,1-1
luo_Latn-som_Latn,1-1
mai_Deva-mal_Mlym,1-1
mai_Deva-nep_Deva,1-1
mai_Deva-nno_Latn,1-1
mai_Deva-npi_Deva,1-1
mai_Deva-oci_Latn,1-1
mai_Deva-sin_Sinh,1-1
mai_Deva-snd_Arab,1-1
mai_Deva-tel_Telu,1-1
mal_Mlym-hbs_Latn,1-1
mal_Mlym-khk_Cyrl,1-1
mal_Mlym-kin_Latn,1-1
mal_Mlym-lzh_Hani,1-1
mal_Mlym-mon_Cyrl,1-1
mal_Mlym-mya_Mymr,1-1
mal_Mlym-nep_Deva,1-1
mal_Mlym-nno_Latn,1-1
mal_Mlym-nob_Latn,1-1
mal_Mlym-nor_Latn,1-1
mal_Mlym-npi_Deva,1-1
mal_Mlym-nya_Latn,1-1
mal_Mlym-oci_Latn,1-1
mal_Mlym-pbt_Arab,1-1
mal_Mlym-pus_Arab,1-1
mal_Mlym-sin_Sinh,1-1
mal_Mlym-sna_Latn,1-1
mal_Mlym-snd_Arab,1-1
mal_Mlym-som_Latn,1-1
mal_Mlym-sqi_Latn,1-1
mal_Mlym-srd_Latn,1-1
mal_Mlym-sun_Latn,1-1
mal_Mlym-tel_Telu,1-1
mal_Mlym-tgk_Cyrl,1-1
mal_Mlym-wln_Latn,1-1
mal_Mlym-yue_Hani,1-1
mhr_Cyrl-nor_Latn,1-1
min_Latn-war_Latn,1-1
mkd_Cyrl-epo_Latn,1-1
mkd_Cyrl-fur_Latn,1-1
mkd_Cyrl-hbs_Latn,1-1
mkd_Cyrl-khk_Cyrl,1-1
mkd_Cyrl-lim_Latn,1-1
mkd_Cyrl-lzh_Hani,1-1
mkd_Cyrl-mal_Mlym,1-1
mkd_Cyrl-mon_Cyrl,1-1
mkd_Cyrl-mya_Mymr,1-1
mkd_Cyrl-nep_Deva,1-1
mkd_Cyrl-nno_Latn,1-1
mkd_Cyrl-nob_Latn,1-1
mkd_Cyrl-nor_Latn,1-1
mkd_Cyrl-npi_Deva,1-1
mkd_Cyrl-nya_Latn,1-1
mkd_Cyrl-oci_Latn,1-1
mkd_Cyrl-pbt_Arab,1-1
mkd_Cyrl-pus_Arab,1-1
mkd_Cyrl-sin_Sinh,1-1
mkd_Cyrl-snd_Arab,1-1
mkd_Cyrl-som_Latn,1-1
mkd_Cyrl-sqi_Latn,1-1
mkd_Cyrl-srd_Latn,1-1
mkd_Cyrl-sun_Latn,1-1
mkd_Cyrl-tel_Telu,1-1
mkd_Cyrl-tgk_Cyrl,1-1
mkd_Cyrl-yue_Hani,1-1
mlg_Latn-mal_Mlym,1-1
mlg_Latn-mkd_Cyrl,1-1
mlg_Latn-mon_Cyrl,1-1
mlg_Latn-mya_Mymr,1-1
mlg_Latn-nep_Deva,1-1
mlg_Latn-nno_Latn,1-1
mlg_Latn-nor_Latn,1-1
mlg_Latn-oci_Latn,1-1
mlg_Latn-pus_Arab,1-1
mlg_Latn-sin_Sinh,1-1
mlg_Latn-som_Latn,1-1
mlg_Latn-sqi_Latn,1-1
mlg_Latn-sun_Latn,1-1
mlg_Latn-tel_Telu,1-1
mlg_Latn-war_Latn,1-1
mlg_Latn-yue_Hani,1-1
mon_Cyrl-mya_Mymr,1-1
mon_Cyrl-nep_Deva,1-1
mon_Cyrl-nor_Latn,1-1
mon_Cyrl-sin_Sinh,1-1
mon_Cyrl-sqi_Latn,1-1
mon_Cyrl-sun_Latn,1-1
mon_Cyrl-tel_Telu,1-1
mri_Latn-mal_Mlym,1-1
mri_Latn-mkd_Cyrl,1-1
mri_Latn-mya_Mymr,1-1
mri_Latn-nob_Latn,1-1
mri_Latn-nor_Latn,1-1
mri_Latn-sin_Sinh,1-1
mri_Latn-smo_Latn,1-1
mri_Latn-sun_Latn,1-1
mri_Latn-tel_Telu,1-1
mri_Latn-war_Latn,1-1
mya_Mymr-nep_Deva,1-1
mya_Mymr-nob_Latn,1-1
mya_Mymr-nor_Latn,1-1
mya_Mymr-npi_Deva,1-1
mya_Mymr-pbt_Arab,1-1
mya_Mymr-pus_Arab,1-1
mya_Mymr-sin_Sinh,1-1
mya_Mymr-som_Latn,1-1
mya_Mymr-sqi_Latn,1-1
mya_Mymr-sun_Latn,1-1
mya_Mymr-tel_Telu,1-1
mya_Mymr-tgk_Cyrl,1-1
mya_Mymr-yue_Hani,1-1
nep_Deva-kin_Latn,1-1
nep_Deva-nno_Latn,1-1
nep_Deva-nob_Latn,1-1
nep_Deva-nor_Latn,1-1
nep_Deva-oci_Latn,1-1
nep_Deva-pus_Arab,1-1
nep_Deva-sin_Sinh,1-1
nep_Deva-snd_Arab,1-1
nep_Deva-som_Latn,1-1
nep_Deva-sqi_Latn,1-1
nep_Deva-sun_Latn,1-1
nep_Deva-tel_Telu,1-1
nep_Deva-tgk_Cyrl,1-1
nep_Deva-wln_Latn,1-1
nep_Deva-yue_Hani,1-1
nno_Latn-kin_Latn,1-1
nno_Latn-nor_Latn,1-1
nno_Latn-nso_Latn,1-1
nno_Latn-oci_Latn,1-1
nno_Latn-pus_Arab,1-1
nno_Latn-sin_Sinh,1-1
nno_Latn-sqi_Latn,1-1
nno_Latn-tel_Telu,1-1
nno_Latn-tgk_Cyrl,1-1
nno_Latn-wln_Latn,1-1
nob_Latn-epo_Latn,1-1
nob_Latn-lzh_Hani,1-1
nob_Latn-mkd_Cyrl,1-1
nob_Latn-nno_Latn,1-1
nob_Latn-nor_Latn,1-1
nob_Latn-pbt_Arab,1-1
nob_Latn-sin_Sinh,1-1
nob_Latn-som_Latn,1-1
nob_Latn-sqi_Latn,1-1
nob_Latn-srd_Latn,1-1
nob_Latn-sun_Latn,1-1
nob_Latn-tel_Telu,1-1
nob_Latn-tgk_Cyrl,1-1
nob_Latn-wln_Latn,1-1
nob_Latn-yue_Hani,1-1
nor_Latn-abk_Cyrl,1-1
nor_Latn-bak_Cyrl,1-1
nor_Latn-epo_Latn,1-1
nor_Latn-fur_Latn,1-1
nor_Latn-hbs_Latn,1-1
nor_Latn-kab_Latn,1-1
nor_Latn-lzh_Hani,1-1
nor_Latn-mhr_Cyrl,1-1
nor_Latn-nno_Latn,1-1
nor_Latn-oci_Latn,1-1
nor_Latn-pus_Arab,1-1
nor_Latn-sin_Sinh,1-1
nor_Latn-snd_Arab,1-1
nor_Latn-som_Latn,1-1
nor_Latn-sqi_Latn,1-1
nor_Latn-srd_Latn,1-1
nor_Latn-sun_Latn,1-1
nor_Latn-tel_Telu,1-1
nor_Latn-tgk_Cyrl,1-1
nor_Latn-yue_Hani,1-1
npi_Deva-kin_Latn,1-1
npi_Deva-nno_Latn,1-1
npi_Deva-nob_Latn,1-1
npi_Deva-nor_Latn,1-1
npi_Deva-sin_Sinh,1-1
npi_Deva-snd_Arab,1-1
npi_Deva-sqi_Latn,1-1
npi_Deva-sun_Latn,1-1
npi_Deva-tel_Telu,1-1
nso_Latn-nya_Latn,1-1
nso_Latn-run_Latn,1-1
nso_Latn-sna_Latn,1-1
nso_Latn-som_Latn,1-1
nso_Latn-sot_Latn,1-1
nso_Latn-tso_Latn,1-1
nso_Latn-twi_Latn,1-1
nya_Latn-run_Latn,1-1
nya_Latn-sin_Sinh,1-1
nya_Latn-sna_Latn,1-1
nya_Latn-som_Latn,1-1
nya_Latn-sot_Latn,1-1
nya_Latn-sun_Latn,1-1
nya_Latn-swc_Latn,1-1
nya_Latn-tel_Telu,1-1
nya_Latn-tso_Latn,1-1
nya_Latn-tum_Latn,1-1
nya_Latn-twi_Latn,1-1
oci_Latn-sin_Sinh,1-1
oci_Latn-sqi_Latn,1-1
pbt_Arab-sin_Sinh,1-1
pbt_Arab-tel_Telu,1-1
pbt_Arab-tgk_Cyrl,1-1
plt_Latn-mal_Mlym,1-1
plt_Latn-mkd_Cyrl,1-1
plt_Latn-mri_Latn,1-1
plt_Latn-mya_Mymr,1-1
plt_Latn-nep_Deva,1-1
plt_Latn-nob_Latn,1-1
plt_Latn-nor_Latn,1-1
plt_Latn-npi_Deva,1-1
plt_Latn-pag_Latn,1-1
plt_Latn-sin_Sinh,1-1
plt_Latn-smo_Latn,1-1
plt_Latn-sun_Latn,1-1
plt_Latn-tel_Telu,1-1
plt_Latn-war_Latn,1-1
pus_Arab-sin_Sinh,1-1
pus_Arab-sqi_Latn,1-1
pus_Arab-tel_Telu,1-1
run_Latn-sna_Latn,1-1
run_Latn-som_Latn,1-1
run_Latn-sot_Latn,1-1
run_Latn-swc_Latn,1-1
run_Latn-tso_Latn,1-1
run_Latn-tum_Latn,1-1
run_Latn-twi_Latn,1-1
sco_Latn-nob_Latn,1-1
sin_Sinh-lzh_Hani,1-1
sin_Sinh-snd_Arab,1-1
sin_Sinh-som_Latn,1-1
sin_Sinh-sqi_Latn,1-1
sin_Sinh-sun_Latn,1-1
sin_Sinh-tel_Telu,1-1
sin_Sinh-tgk_Cyrl,1-1
sin_Sinh-wln_Latn,1-1
sin_Sinh-yue_Hani,1-1
smo_Latn-sun_Latn,1-1
smo_Latn-war_Latn,1-1
sna_Latn-som_Latn,1-1
sna_Latn-sot_Latn,1-1
sna_Latn-swc_Latn,1-1
sna_Latn-tel_Telu,1-1
sna_Latn-tso_Latn,1-1
sna_Latn-tum_Latn,1-1
sna_Latn-twi_Latn,1-1
snd_Arab-sin_Sinh,1-1
snd_Arab-sqi_Latn,1-1
snd_Arab-tel_Telu,1-1
som_Latn-sot_Latn,1-1
som_Latn-sqi_Latn,1-1
som_Latn-sun_Latn,1-1
som_Latn-tel_Telu,1-1
som_Latn-tgk_Cyrl,1-1
som_Latn-tso_Latn,1-1
som_Latn-tum_Latn,1-1
som_Latn-twi_Latn,1-1
som_Latn-yue_Hani,1-1
sot_Latn-ssw_Latn,1-1
sot_Latn-swc_Latn,1-1
sot_Latn-tso_Latn,1-1
sot_Latn-tum_Latn,1-1
sot_Latn-twi_Latn,1-1
sqi_Latn-lzh_Hani,1-1
sqi_Latn-sun_Latn,1-1
sqi_Latn-tel_Telu,1-1
sqi_Latn-tgk_Cyrl,1-1
sqi_Latn-yue_Hani,1-1
srd_Latn-epo_Latn,1-1
srd_Latn-fur_Latn,1-1
srd_Latn-jav_Latn,1-1
srd_Latn-lim_Latn,1-1
srd_Latn-ltz_Latn,1-1
srd_Latn-lzh_Hani,1-1
srd_Latn-mal_Mlym,1-1
srd_Latn-mkd_Cyrl,1-1
srd_Latn-nep_Deva,1-1
srd_Latn-nno_Latn,1-1
srd_Latn-nob_Latn,1-1
srd_Latn-nor_Latn,1-1
srd_Latn-oci_Latn,1-1
srd_Latn-sin_Sinh,1-1
srd_Latn-sqi_Latn,1-1
srd_Latn-tel_Telu,1-1
srd_Latn-vec_Latn,1-1
srd_Latn-yue_Hani,1-1
ssw_Latn-tso_Latn,1-1
sun_Latn-tel_Telu,1-1
sun_Latn-tgk_Cyrl,1-1
sun_Latn-war_Latn,1-1
sun_Latn-yue_Hani,1-1
swc_Latn-tso_Latn,1-1
swc_Latn-tum_Latn,1-1
tat_Cyrl-uig_Arab,1-1
tel_Telu-tgk_Cyrl,1-1
tel_Telu-yue_Hani,1-1
tso_Latn-tum_Latn,1-1
tso_Latn-twi_Latn,1-1
tum_Latn-twi_Latn,1-1
vec_Latn-fur_Latn,1-1
vec_Latn-mkd_Cyrl,1-1
vec_Latn-nob_Latn,1-1
vec_Latn-nor_Latn,1-1
vec_Latn-sqi_Latn,1-1
vec_Latn-srd_Latn,1-1
ars_Arab-als_Latn,1-2
ars_Arab-isl_Latn,1-2
ary_Arab-als_Latn,1-2
ary_Arab-isl_Latn,1-2
ary_Arab-mar_Deva,1-2
ary_Arab-swh_Latn,1-2
ary_Arab-xho_Latn,1-2
asm_Beng-gle_Latn,1-2
asm_Beng-isl_Latn,1-2
asm_Beng-mar_Deva,1-2
asm_Beng-pan_Guru,1-2
asm_Beng-san_Deva,1-2
asm_Beng-xho_Latn,1-2
ast_Latn-als_Latn,1-2
ast_Latn-gle_Latn,1-2
ast_Latn-hau_Latn,1-2
ast_Latn-isl_Latn,1-2
ast_Latn-mar_Deva,1-2
ast_Latn-swa_Latn,1-2
ast_Latn-xho_Latn,1-2
aze_Latn-hat_Latn,1-2
aze_Latn-hau_Latn,1-2
aze_Latn-isl_Latn,1-2
aze_Latn-mar_Deva,1-2
aze_Latn-swa_Latn,1-2
aze_Latn-xho_Latn,1-2
azj_Latn-als_Latn,1-2
azj_Latn-gle_Latn,1-2
azj_Latn-hat_Latn,1-2
azj_Latn-hau_Latn,1-2
azj_Latn-isl_Latn,1-2
azj_Latn-mar_Deva,1-2
azj_Latn-mlt_Latn,1-2
azj_Latn-swa_Latn,1-2
azj_Latn-swh_Latn,1-2
azj_Latn-xho_Latn,1-2
bem_Latn-hau_Latn,1-2
bem_Latn-swa_Latn,1-2
bem_Latn-tsn_Latn,1-2
bem_Latn-xho_Latn,1-2
bem_Latn-zul_Latn,1-2
bho_Deva-mar_Deva,1-2
bho_Deva-pan_Guru,1-2
bre_Latn-gle_Latn,1-2
bre_Latn-isl_Latn,1-2
bre_Latn-mar_Deva,1-2
bre_Latn-pan_Guru,1-2
bre_Latn-swa_Latn,1-2
bre_Latn-xho_Latn,1-2
cym_Latn-als_Latn,1-2
cym_Latn-gle_Latn,1-2
cym_Latn-hat_Latn,1-2
cym_Latn-hau_Latn,1-2
cym_Latn-isl_Latn,1-2
cym_Latn-lao_Laoo,1-2
cym_Latn-mar_Deva,1-2
cym_Latn-mlt_Latn,1-2
cym_Latn-pan_Guru,1-2
cym_Latn-swa_Latn,1-2
cym_Latn-swh_Latn,1-2
cym_Latn-xho_Latn,1-2
cym_Latn-yor_Latn,1-2
cym_Latn-zul_Latn,1-2
epo_Latn-als_Latn,1-2
epo_Latn-gle_Latn,1-2
epo_Latn-hat_Latn,1-2
epo_Latn-hau_Latn,1-2
epo_Latn-isl_Latn,1-2
epo_Latn-mar_Deva,1-2
epo_Latn-pan_Guru,1-2
epo_Latn-swa_Latn,1-2
epo_Latn-swh_Latn,1-2
epo_Latn-xho_Latn,1-2
ewe_Latn-hau_Latn,1-2
ewe_Latn-swa_Latn,1-2
ewe_Latn-swh_Latn,1-2
ewe_Latn-tir_Ethi,1-2
ewe_Latn-tsn_Latn,1-2
ewe_Latn-xho_Latn,1-2
ewe_Latn-yor_Latn,1-2
ewe_Latn-zul_Latn,1-2
fry_Latn-gle_Latn,1-2
fry_Latn-hau_Latn,1-2
fry_Latn-isl_Latn,1-2
fry_Latn-mar_Deva,1-2
fry_Latn-swa_Latn,1-2
fry_Latn-xho_Latn,1-2
ful_Latn-hau_Latn,1-2
ful_Latn-yor_Latn,1-2
fur_Latn-isl_Latn,1-2
fur_Latn-swa_Latn,1-2
fur_Latn-xho_Latn,1-2
guj_Gujr-als_Latn,1-2
guj_Gujr-isl_Latn,1-2
guj_Gujr-mar_Deva,1-2
guj_Gujr-pan_Guru,1-2
guj_Gujr-san_Deva,1-2
guj_Gujr-swa_Latn,1-2
guj_Gujr-xho_Latn,1-2
hbs_Latn-swa_Latn,1-2
hbs_Latn-xho_Latn,1-2
hne_Deva-mar_Deva,1-2
hne_Deva-pan_Guru,1-2
hye_Armn-als_Latn,1-2
hye_Armn-isl_Latn,1-2
hye_Armn-lao_Laoo,1-2
hye_Armn-mar_Deva,1-2
hye_Armn-pan_Guru,1-2
hye_Armn-swa_Latn,1-2
hye_Armn-swh_Latn,1-2
hye_Armn-xho_Latn,1-2
hye_Armn-yor_Latn,1-2
hye_Armn-zul_Latn,1-2
ibo_Latn-als_Latn,1-2
ibo_Latn-isl_Latn,1-2
ibo_Latn-mar_Deva,1-2
ibo_Latn-swa_Latn,1-2
ibo_Latn-swh_Latn,1-2
ibo_Latn-tsn_Latn,1-2
ibo_Latn-xho_Latn,1-2
ibo_Latn-yor_Latn,1-2
ibo_Latn-zul_Latn,1-2
ilo_Latn-isl_Latn,1-2
ilo_Latn-lao_Laoo,1-2
ilo_Latn-mar_Deva,1-2
ilo_Latn-swa_Latn,1-2
jav_Latn-mar_Deva,1-2
jav_Latn-swa_Latn,1-2
jav_Latn-xho_Latn,1-2
kan_Knda-als_Latn,1-2
kan_Knda-mar_Deva,1-2
kan_Knda-pan_Guru,1-2
kan_Knda-san_Deva,1-2
kan_Knda-swa_Latn,1-2
kan_Knda-xho_Latn,1-2
kas_Deva-mar_Deva,1-2
khk_Cyrl-als_Latn,1-2
khk_Cyrl-mar_Deva,1-2
khm_Khmr-als_Latn,1-2
khm_Khmr-lao_Laoo,1-2
khm_Khmr-mar_Deva,1-2
khm_Khmr-pan_Guru,1-2
khm_Khmr-swa_Latn,1-2
khm_Khmr-swh_Latn,1-2
khm_Khmr-xho_Latn,1-2
khm_Khmr-yor_Latn,1-2
kin_Latn-swa_Latn,1-2
kin_Latn-swh_Latn,1-2
kin_Latn-tir_Ethi,1-2
kin_Latn-tsn_Latn,1-2
kin_Latn-xho_Latn,1-2
kin_Latn-yor_Latn,1-2
kin_Latn-zul_Latn,1-2
kir_Cyrl-als_Latn,1-2
kir_Cyrl-mar_Deva,1-2
kir_Cyrl-swa_Latn,1-2
kmr_Latn-als_Latn,1-2
kmr_Latn-mar_Deva,1-2
kmr_Latn-pan_Guru,1-2
kmr_Latn-xho_Latn,1-2
lin_Latn-swa_Latn,1-2
lin_Latn-swh_Latn,1-2
lin_Latn-tsn_Latn,1-2
lin_Latn-xho_Latn,1-2
lin_Latn-yor_Latn,1-2
lin_Latn-zul_Latn,1-2
ltz_Latn-mar_Deva,1-2
ltz_Latn-swa_Latn,1-2
ltz_Latn-xho_Latn,1-2
lua_Latn-swa_Latn,1-2
lua_Latn-tsn_Latn,1-2
lua_Latn-xho_Latn,1-2
lua_Latn-zul_Latn,1-2
lug_Latn-swa_Latn,1-2
lug_Latn-swh_Latn,1-2
lug_Latn-tsn_Latn,1-2
lug_Latn-xho_Latn,1-2
lug_Latn-yor_Latn,1-2
lug_Latn-zul_Latn,1-2
luo_Latn-swa_Latn,1-2
luo_Latn-tsn_Latn,1-2
luo_Latn-xho_Latn,1-2
luo_Latn-zul_Latn,1-2
mai_Deva-mar_Deva,1-2
mai_Deva-pan_Guru,1-2
mai_Deva-san_Deva,1-2
mal_Mlym-als_Latn,1-2
mal_Mlym-mar_Deva,1-2
mal_Mlym-pan_Guru,1-2
mal_Mlym-san_Deva,1-2
mal_Mlym-swa_Latn,1-2
mal_Mlym-swh_Latn,1-2
mal_Mlym-xho_Latn,1-2
mal_Mlym-yor_Latn,1-2
mal_Mlym-zul_Latn,1-2
mkd_Cyrl-als_Latn,1-2
mkd_Cyrl-mar_Deva,1-2
mkd_Cyrl-mlt_Latn,1-2
mkd_Cyrl-pan_Guru,1-2
mkd_Cyrl-swa_Latn,1-2
mkd_Cyrl-swh_Latn,1-2
mkd_Cyrl-xho_Latn,1-2
mkd_Cyrl-yor_Latn,1-2
mkd_Cyrl-zul_Latn,1-2
mlg_Latn-mar_Deva,1-2
mlg_Latn-pan_Guru,1-2
mlg_Latn-swa_Latn,1-2
mlg_Latn-xho_Latn,1-2
mlg_Latn-yor_Latn,1-2
mon_Cyrl-mar_Deva,1-2
mon_Cyrl-swa_Latn,1-2
mri_Latn-als_Latn,1-2
mri_Latn-mar_Deva,1-2
mri_Latn-xho_Latn,1-2
mya_Mymr-als_Latn,1-2
mya_Mymr-pan_Guru,1-2
mya_Mymr-swa_Latn,1-2
mya_Mymr-swh_Latn,1-2
mya_Mymr-xho_Latn,1-2
mya_Mymr-yor_Latn,1-2
mya_Mymr-zul_Latn,1-2
nep_Deva-als_Latn,1-2
nep_Deva-pan_Guru,1-2
nep_Deva-san_Deva,1-2
nep_Deva-swa_Latn,1-2
nep_Deva-swh_Latn,1-2
nep_Deva-xho_Latn,1-2
nep_Deva-yor_Latn,1-2
nep_Deva-zul_Latn,1-2
nno_Latn-als_Latn,1-2
nno_Latn-pan_Guru,1-2
nno_Latn-xho_Latn,1-2
nob_Latn-als_Latn,1-2
nob_Latn-isl_Latn,1-2
nob_Latn-swa_Latn,1-2
nob_Latn-swh_Latn,1-2
nob_Latn-xho_Latn,1-2
nor_Latn-als_Latn,1-2
nor_Latn-pan_Guru,1-2
nor_Latn-swa_Latn,1-2
nor_Latn-swh_Latn,1-2
nor_Latn-xho_Latn,1-2
nor_Latn-yor_Latn,1-2
npi_Deva-als_Latn,1-2
npi_Deva-pan_Guru,1-2
npi_Deva-san_Deva,1-2
npi_Deva-swh_Latn,1-2
npi_Deva-xho_Latn,1-2
nso_Latn-swa_Latn,1-2
nso_Latn-swh_Latn,1-2
nso_Latn-tsn_Latn,1-2
nso_Latn-xho_Latn,1-2
nso_Latn-yor_Latn,1-2
nso_Latn-zul_Latn,1-2
nya_Latn-swa_Latn,1-2
nya_Latn-swh_Latn,1-2
nya_Latn-tir_Ethi,1-2
nya_Latn-tsn_Latn,1-2
nya_Latn-xho_Latn,1-2
nya_Latn-yor_Latn,1-2
nya_Latn-zul_Latn,1-2
oci_Latn-pan_Guru,1-2
oci_Latn-swa_Latn,1-2
oci_Latn-xho_Latn,1-2
pbt_Arab-als_Latn,1-2
plt_Latn-als_Latn,1-2
plt_Latn-mar_Deva,1-2
plt_Latn-swh_Latn,1-2
plt_Latn-xho_Latn,1-2
pus_Arab-swa_Latn,1-2
pus_Arab-xho_Latn,1-2
run_Latn-swa_Latn,1-2
run_Latn-swh_Latn,1-2
run_Latn-tir_Ethi,1-2
run_Latn-tsn_Latn,1-2
run_Latn-xho_Latn,1-2
run_Latn-yor_Latn,1-2
run_Latn-zul_Latn,1-2
sin_Sinh-als_Latn,1-2
sin_Sinh-swa_Latn,1-2
sin_Sinh-swh_Latn,1-2
sin_Sinh-xho_Latn,1-2
sin_Sinh-yor_Latn,1-2
sin_Sinh-zul_Latn,1-2
sna_Latn-als_Latn,1-2
sna_Latn-swa_Latn,1-2
sna_Latn-swh_Latn,1-2
sna_Latn-tir_Ethi,1-2
sna_Latn-tsn_Latn,1-2
sna_Latn-xho_Latn,1-2
sna_Latn-yor_Latn,1-2
sna_Latn-zul_Latn,1-2
snd_Arab-swa_Latn,1-2
snd_Arab-xho_Latn,1-2
som_Latn-als_Latn,1-2
som_Latn-swa_Latn,1-2
som_Latn-swh_Latn,1-2
som_Latn-tir_Ethi,1-2
som_Latn-tsn_Latn,1-2
som_Latn-xho_Latn,1-2
som_Latn-yor_Latn,1-2
som_Latn-zul_Latn,1-2
sot_Latn-swa_Latn,1-2
sot_Latn-swh_Latn,1-2
sot_Latn-tir_Ethi,1-2
sot_Latn-tsn_Latn,1-2
sot_Latn-xho_Latn,1-2
sot_Latn-yor_Latn,1-2
sot_Latn-zul_Latn,1-2
sqi_Latn-swa_Latn,1-2
sqi_Latn-swh_Latn,1-2
sqi_Latn-xho_Latn,1-2
sqi_Latn-yor_Latn,1-2
srd_Latn-als_Latn,1-2
srd_Latn-isl_Latn,1-2
srd_Latn-mar_Deva,1-2
srd_Latn-swa_Latn,1-2
srd_Latn-xho_Latn,1-2
ssw_Latn-swa_Latn,1-2
ssw_Latn-tsn_Latn,1-2
ssw_Latn-xho_Latn,1-2
ssw_Latn-zul_Latn,1-2
sun_Latn-swa_Latn,1-2
sun_Latn-swh_Latn,1-2
sun_Latn-xho_Latn,1-2
sun_Latn-yor_Latn,1-2
swc_Latn-xho_Latn,1-2
swc_Latn-zul_Latn,1-2
tel_Telu-xho_Latn,1-2
tel_Telu-yor_Latn,1-2
tel_Telu-zul_Latn,1-2
tgk_Cyrl-xho_Latn,1-2
tso_Latn-xho_Latn,1-2
tso_Latn-yor_Latn,1-2
tso_Latn-zul_Latn,1-2
tum_Latn-xho_Latn,1-2
tum_Latn-yor_Latn,1-2
tum_Latn-zul_Latn,1-2
twi_Latn-xho_Latn,1-2
twi_Latn-yor_Latn,1-2
twi_Latn-zul_Latn,1-2
wln_Latn-xho_Latn,1-2
abk_Cyrl-bos_Latn,1-3
abk_Cyrl-dan_Latn,1-3
abk_Cyrl-ell_Grek,1-3
abk_Cyrl-est_Latn,1-3
abk_Cyrl-heb_Hebr,1-3
abk_Cyrl-ind_Latn,1-3
abk_Cyrl-ron_Latn,1-3
abk_Cyrl-slk_Latn,1-3
abk_Cyrl-slv_Latn,1-3
abk_Cyrl-tha_Thai,1-3
abk_Cyrl-ukr_Cyrl,1-3
ace_Latn-ceb_Latn,1-3
aeb_Arab-bos_Latn,1-3
aeb_Arab-bul_Cyrl,1-3
aeb_Arab-dan_Latn,1-3
aeb_Arab-ekk_Latn,1-3
aeb_Arab-ell_Grek,1-3
aeb_Arab-heb_Hebr,1-3
aeb_Arab-ind_Latn,1-3
aeb_Arab-ron_Latn,1-3
aeb_Arab-slk_Latn,1-3
aeb_Arab-slv_Latn,1-3
aeb_Arab-tha_Thai,1-3
apc_Arab-ben_Beng,1-3
apc_Arab-bos_Latn,1-3
apc_Arab-bul_Cyrl,1-3
apc_Arab-dan_Latn,1-3
apc_Arab-ekk_Latn,1-3
apc_Arab-ell_Grek,1-3
apc_Arab-est_Latn,1-3
apc_Arab-heb_Hebr,1-3
apc_Arab-ind_Latn,1-3
apc_Arab-lit_Latn,1-3
apc_Arab-msa_Latn,1-3
apc_Arab-ron_Latn,1-3
apc_Arab-slk_Latn,1-3
apc_Arab-slv_Latn,1-3
apc_Arab-tha_Thai,1-3
apc_Arab-ukr_Cyrl,1-3
apc_Arab-urd_Arab,1-3
arg_Latn-ben_Beng,1-3
arg_Latn-glg_Latn,1-3
arg_Latn-heb_Hebr,1-3
arg_Latn-ind_Latn,1-3
arg_Latn-ron_Latn,1-3
arg_Latn-slk_Latn,1-3
arg_Latn-ukr_Cyrl,1-3
arq_Arab-bul_Cyrl,1-3
arq_Arab-dan_Latn,1-3
arq_Arab-ell_Grek,1-3
arq_Arab-heb_Hebr,1-3
arq_Arab-ind_Latn,1-3
arq_Arab-ron_Latn,1-3
arq_Arab-slv_Latn,1-3
ars_Arab-ben_Beng,1-3
ars_Arab-bos_Latn,1-3
ars_Arab-bul_Cyrl,1-3
ars_Arab-dan_Latn,1-3
ars_Arab-ekk_Latn,1-3
ars_Arab-ell_Grek,1-3
ars_Arab-est_Latn,1-3
ars_Arab-heb_Hebr,1-3
ars_Arab-ind_Latn,1-3
ars_Arab-lit_Latn,1-3
ars_Arab-lvs_Latn,1-3
ars_Arab-msa_Latn,1-3
ars_Arab-ron_Latn,1-3
ars_Arab-slk_Latn,1-3
ars_Arab-slv_Latn,1-3
ars_Arab-tam_Taml,1-3
ars_Arab-tha_Thai,1-3
ars_Arab-ukr_Cyrl,1-3
ars_Arab-urd_Arab,1-3
ars_Arab-zsm_Latn,1-3
ary_Arab-ben_Beng,1-3
ary_Arab-bos_Latn,1-3
ary_Arab-bul_Cyrl,1-3
ary_Arab-dan_Latn,1-3
ary_Arab-ekk_Latn,1-3
ary_Arab-ell_Grek,1-3
ary_Arab-est_Latn,1-3
ary_Arab-heb_Hebr,1-3
ary_Arab-ind_Latn,1-3
ary_Arab-lit_Latn,1-3
ary_Arab-lvs_Latn,1-3
ary_Arab-msa_Latn,1-3
ary_Arab-ron_Latn,1-3
ary_Arab-slk_Latn,1-3
ary_Arab-slv_Latn,1-3
ary_Arab-tam_Taml,1-3
ary_Arab-tha_Thai,1-3
ary_Arab-ukr_Cyrl,1-3
ary_Arab-urd_Arab,1-3
ary_Arab-zsm_Latn,1-3
asm_Beng-ben_Beng,1-3
asm_Beng-bos_Latn,1-3
asm_Beng-dan_Latn,1-3
asm_Beng-ell_Grek,1-3
asm_Beng-heb_Hebr,1-3
asm_Beng-ind_Latn,1-3
asm_Beng-lit_Latn,1-3
asm_Beng-msa_Latn,1-3
asm_Beng-ron_Latn,1-3
asm_Beng-slk_Latn,1-3
